입출금구분,계좌주,금융기관,계좌번호,거래일자,거래시간,거래종류,취급점,임금적요,입금액,출금적요,출금액,거래후잔액,상대은행,상대예금주,상대계좌번호,단말번호,IP주소,MAC주소,비고1,비고2
출금,노시우041,토스뱅크,161-341-3141,2024-09-23,00:05:51,이체,역삼지점,,0,생활비,450432,2038191,토스뱅크,류하준034,154-334-3134,ATM5492,203.0.113.55,7B:D5:00:B7:FC:86,,
출금,변서연028,농협,148-328-3128,2024-03-11,00:59:39,이체,종로지점,,0,생활비,90695,6181060,우리은행,설진우045,165-345-3145,ATM7287,203.0.113.150,38:AB:F0:69:85:85,,
출금,한지우,국민은행,107-207-3007,2024-08-17,09:36:47,이체,강남지점,,0,집금,1000000,7652547,카카오뱅크,정하늘,104-204-3004,ATM6553,203.0.113.252,78:77:B3:99:91:47,,
출금,황미경003,우리은행,123-303-3103,2024-09-30,15:18:18,이체,역삼지점,,0,생활비,364046,10503064,신한은행,황미경051,171-351-3151,ATM3803,203.0.113.63,EF:AB:02:FC:5F:48,,
출금,황미경035,농협,155-335-3135,2024-04-06,04:33:48,이체,역삼지점,,0,피해금,1000000,1002520,카카오뱅크,임수빈,111-211-3011,ATM7620,203.0.113.170,A3:47:0D:FE:97:84,,
출금,조현우,하나은행,110-210-3010,2024-03-09,05:01:04,이체,종로지점,,0,생활비,410557,11154434,신한은행,남지연016,136-316-3116,ATM9556,203.0.113.63,65:7C:A5:88:1E:31,,
출금,도하린010,우리은행,130-310-3110,2024-05-14,05:21:40,이체,여의도지점,,0,생활비,681741,2153391,카카오뱅크,도하린026,146-326-3126,ATM9731,203.0.113.172,D8:01:FE:2B:7F:91,,
출금,류하준066,우리은행,186-366-3166,2024-02-06,17:38:35,이체,여의도지점,,0,생활비,22705,13700331,하나은행,노시우025,145-325-3125,ATM6920,203.0.113.162,95:CE:09:E6:95:AE,,
출금,안채원078,국민은행,198-378-3178,2024-06-24,01:55:42,이체,종로지점,,0,생활비,160443,9555551,국민은행,전성호036,156-336-3136,ATM3227,203.0.113.170,A8:73:01:BA:B7:FB,,
출금,양준석006,토스뱅크,126-306-3106,2024-10-06,10:58:31,이체,종로지점,,0,생활비,663455,5062734,국민은행,장도윤015,135-315-3115,ATM8900,203.0.113.54,00:90:5C:F8:9D:0C,,
출금,류하준034,토스뱅크,154-334-3134,2024-06-21,09:06:08,이체,강남지점,,0,생활비,279177,11001426,우리은행,장도윤031,151-331-3131,ATM8619,203.0.113.98,57:18:10:27:5A:7F,,
출금,이영희,신한은행,101-201-3001,2024-08-23,04:53:54,이체,여의도지점,,0,최종상납,7500000,4118431,국민은행,김철수,100-200-3000,ATM4452,203.0.113.212,72:1C:46:3C:49:C1,,
출금,차미래071,국민은행,191-371-3171,2024-03-24,05:25:30,이체,강남지점,,0,생활비,587347,10359678,우리은행,황미경003,123-303-3103,ATM7702,203.0.113.171,CF:D2:09:4B:DC:B8,,
출금,차미래039,하나은행,159-339-3139,2024-01-28,17:22:30,이체,강남지점,,0,생활비,696454,3272168,카카오뱅크,유태경040,160-340-3140,ATM5164,203.0.113.2,3E:2E:FC:CE:2D:EC,,
출금,유태경008,국민은행,128-308-3108,2024-07-08,02:38:02,이체,여의도지점,,0,피해금,500000,6771705,카카오뱅크,임수빈,111-211-3011,ATM9536,203.0.113.74,1D:59:FD:E0:05:67,,
출금,노시우057,국민은행,177-357-3157,2024-04-11,21:30:32,이체,종로지점,,0,생활비,608757,10351843,국민은행,차미래071,191-371-3171,ATM6948,203.0.113.162,8F:2E:F7:DC:1D:0B,,
출금,변서연012,카카오뱅크,132-312-3112,2024-07-12,07:32:05,이체,강남지점,,0,생활비,181306,316895,우리은행,도하린010,130-310-3110,ATM6737,203.0.113.2,45:43:52:13:F4:95,,
출금,김철수,국민은행,100-200-3000,2024-03-02,03:26:07,이체,강남지점,,0,생활비,773071,5094854,우리은행,설진우045,165-345-3145,ATM7575,203.0.113.66,82:C3:29:34:7B:1E,,
출금,노시우057,국민은행,177-357-3157,2024-04-28,04:36:49,이체,여의도지점,,0,생활비,553543,6503360,국민은행,류하준050,170-350-3150,ATM9967,203.0.113.22,DC:11:B5:2C:34:F1,,
출금,남지연048,토스뱅크,168-348-3148,2024-01-27,21:43:56,이체,여의도지점,,0,생활비,664828,8070705,우리은행,노시우073,193-373-3173,ATM3094,203.0.113.51,6F:25:1F:87:86:3F,,
출금,전성호036,국민은행,156-336-3136,2024-06-02,16:33:34,이체,역삼지점,,0,생활비,746385,3328631,우리은행,도하린010,130-310-3110,ATM9093,203.0.113.211,4C:A1:9F:97:5F:41,,
출금,차미래039,하나은행,159-339-3139,2024-06-08,09:25:27,이체,여의도지점,,0,생활비,173398,6379805,카카오뱅크,장도윤047,167-347-3147,ATM6056,203.0.113.177,71:DC:02:9E:6B:D1,,
출금,안채원046,하나은행,166-346-3146,2024-04-15,14:29:49,이체,강남지점,,0,생활비,660121,2747911,국민은행,남지연064,184-364-3164,ATM7131,203.0.113.140,5C:87:2B:99:B7:2A,,
출금,변서연028,농협,148-328-3128,2024-09-12,02:16:29,이체,종로지점,,0,생활비,137987,6036643,하나은행,노시우025,145-325-3125,ATM5185,203.0.113.189,21:57:54:95:5B:50,,
출금,전성호020,토스뱅크,140-320-3120,2024-09-02,23:53:01,이체,강남지점,,0,생활비,698481,4496607,우리은행,장도윤031,151-331-3131,ATM1278,203.0.113.226,B4:1F:E1:27:B3:31,,
출금,변서연012,카카오뱅크,132-312-3112,2024-01-21,23:28:26,이체,종로지점,,0,생활비,186579,14208395,토스뱅크,류하준034,154-334-3134,ATM2559,203.0.113.207,72:6E:AC:5B:90:BF,,
출금,변서연076,토스뱅크,196-376-3176,2024-05-05,07:06:34,이체,강남지점,,0,생활비,793504,11362293,토스뱅크,남지연048,168-348-3148,ATM3466,203.0.113.51,71:BD:E1:D7:2D:F4,,
출금,양준석054,카카오뱅크,174-354-3154,2024-04-17,19:25:31,이체,종로지점,,0,생활비,179983,11435749,토스뱅크,노시우041,161-341-3141,ATM1864,203.0.113.37,1E:72:AD:89:13:E0,,
출금,전성호020,토스뱅크,140-320-3120,2024-03-20,08:51:23,이체,여의도지점,,0,생활비,628935,7478535,신한은행,차미래023,143-323-3123,ATM1430,203.0.113.134,70:74:B2:11:8F:D4,,
출금,변서연076,토스뱅크,196-376-3176,2024-09-07,14:13:14,이체,종로지점,,0,생활비,594105,2722603,농협,설진우077,197-377-3177,ATM2588,203.0.113.1,AE:60:EB:BB:B6:5B,,
출금,전성호036,국민은행,156-336-3136,2024-04-15,03:49:57,이체,강남지점,,0,생활비,258064,1512149,우리은행,노시우073,193-373-3173,ATM6240,203.0.113.98,A2:9F:0E:57:C6:40,,
출금,강민재,신한은행,108-208-3008,2024-05-12,21:06:27,이체,강남지점,,0,집금,5000000,148097,카카오뱅크,정하늘,104-204-3004,ATM7470,203.0.113.30,06:57:F4:EB:CF:F9,,
출금,고은비053,하나은행,173-353-3153,2024-03-08,08:58:23,이체,강남지점,,0,생활비,206467,8619127,우리은행,유태경024,144-324-3124,ATM3434,203.0.113.96,CA:CE:22:41:29:4A,,
출금,고은비021,농협,141-321-3121,2024-03-03,11:59:19,이체,강남지점,,0,생활비,504847,9293095,농협,남지연000,120-300-3100,ATM6336,203.0.113.31,71:72:35:27:F0:D4,,
출금,노시우025,하나은행,145-325-3125,2024-08-05,10:42:26,이체,강남지점,,0,생활비,423837,6745628,카카오뱅크,전성호068,188-368-3168,ATM8779,203.0.113.124,BE:B3:B6:E5:7C:A7,,
출금,양준석070,농협,190-370-3170,2024-01-01,21:35:56,이체,여의도지점,,0,생활비,582835,12843074,하나은행,황미경067,187-367-3167,ATM1508,203.0.113.135,23:2E:01:EB:32:90,,
출금,장도윤047,카카오뱅크,167-347-3147,2024-03-07,18:13:35,이체,종로지점,,0,생활비,388046,4253413,하나은행,고은비053,173-353-3153,ATM1680,203.0.113.161,99:96:AC:09:77:CC,,
출금,류하준050,국민은행,170-350-3150,2024-04-16,18:34:44,이체,여의도지점,,0,생활비,430105,311313,우리은행,양준석038,158-338-3138,ATM2665,203.0.113.241,97:A7:B8:F8:02:76,,
출금,마준호027,토스뱅크,147-327-3127,2024-08-17,22:27:50,이체,종로지점,,0,생활비,26166,10420457,신한은행,변서연044,164-344-3144,ATM7231,203.0.113.116,55:E4:CE:61:6F:D2,,
출금,설진우029,국민은행,149-329-3129,2024-03-08,03:01:12,이체,여의도지점,,0,피해금,2000000,13916607,농협,홍예린,113-213-3013,ATM3450,203.0.113.156,31:5A:F3:13:3C:2F,,
출금,차미래071,국민은행,191-371-3171,2024-09-06,18:56:15,이체,종로지점,,0,생활비,751763,14488716,우리은행,마준호059,179-359-3159,ATM2298,203.0.113.206,57:DF:E2:54:F9:F5,,
출금,남지연064,국민은행,184-364-3164,2024-03-25,20:45:57,이체,역삼지점,,0,생활비,574182,13455953,하나은행,황미경067,187-367-3167,ATM2734,203.0.113.196,10:13:E9:47:04:8D,,
출금,고은비021,농협,141-321-3121,2024-07-26,02:05:10,이체,종로지점,,0,피해금,2000000,3878861,토스뱅크,배성호,112-212-3012,ATM6136,203.0.113.82,95:88:CA:8A:E3:B9,,
출금,유태경072,신한은행,192-372-3172,2024-03-20,14:21:10,이체,역삼지점,,0,생활비,632238,7416950,국민은행,안채원078,198-378-3178,ATM2728,203.0.113.6,04:4B:BC:C5:61:A2,,
출금,변서연012,카카오뱅크,132-312-3112,2024-10-07,01:01:49,이체,여의도지점,,0,피해금,2000000,8840972,신한은행,강민재,108-208-3008,ATM2363,203.0.113.27,86:4F:2B:C7:9E:75,,
출금,변서연076,토스뱅크,196-376-3176,2024-05-15,22:04:34,이체,역삼지점,,0,생활비,196592,2379220,토스뱅크,마준호027,147-327-3127,ATM6739,203.0.113.48,E6:C4:52:B8:4B:15,,
출금,변서연044,신한은행,164-344-3144,2024-01-22,00:57:52,이체,강남지점,,0,생활비,111569,7762211,농협,변서연028,148-328-3128,ATM3963,203.0.113.194,A5:20:73:CB:56:4F,,
출금,도하린042,농협,162-342-3142,2024-02-04,23:45:44,이체,종로지점,,0,생활비,620666,5310786,신한은행,장도윤079,199-379-3179,ATM7448,203.0.113.169,96:98:DD:80:A4:49,,
출금,마준호011,하나은행,131-311-3111,2024-09-07,06:37:30,이체,여의도지점,,0,피해금,3000000,4733710,농협,홍예린,113-213-3013,ATM1237,203.0.113.187,DB:7E:7E:A7:DE:71,,
출금,송우진017,우리은행,137-317-3117,2024-01-15,05:12:56,이체,역삼지점,,0,피해금,3000000,14092138,신한은행,신소희,115-215-3015,ATM1944,203.0.113.64,10:E9:19:B8:65:8C,,
출금,송우진001,국민은행,121-301-3101,2024-09-20,03:13:34,이체,종로지점,,0,피해금,3000000,9266826,우리은행,권태영,116-216-3016,ATM6218,203.0.113.70,48:91:7D:57:24:9F,,
출금,안채원014,농협,134-314-3114,2024-04-03,12:26:33,이체,여의도지점,,0,생활비,675340,6468012,우리은행,설진우045,165-345-3145,ATM9481,203.0.113.7,0B:F6:BD:D5:AB:7A,,
출금,차미래023,신한은행,143-323-3123,2024-07-22,15:58:11,이체,강남지점,,0,생활비,215372,12380824,농협,차미래007,127-307-3107,ATM7468,203.0.113.159,81:40:DD:2A:C8:D4,,
출금,황미경035,농협,155-335-3135,2024-06-20,05:48:09,이체,종로지점,,0,생활비,798114,12197732,우리은행,설진우045,165-345-3145,ATM3796,203.0.113.178,16:B8:DA:85:4B:BB,,
출금,남지연032,하나은행,152-332-3132,2024-05-23,07:09:21,이체,여의도지점,,0,피해금,300000,11071486,농협,홍예린,113-213-3013,ATM3248,203.0.113.23,C3:74:D5:7B:4E:DA,,
출금,정하늘,카카오뱅크,104-204-3004,2024-06-02,10:37:01,이체,강남지점,,0,상납,7500000,2384293,신한은행,이영희,101-201-3001,ATM3518,203.0.113.251,A9:C8:C3:68:C8:20,,
출금,임수빈,카카오뱅크,111-211-3011,2024-06-06,14:55:35,이체,강남지점,,0,집금,2500000,3668764,하나은행,최지훈,103-203-3003,ATM8278,203.0.113.190,D4:E2:93:53:D9:D4,,
출금,전성호004,하나은행,124-304-3104,2024-04-18,15:33:59,이체,강남지점,,0,생활비,698468,12352785,신한은행,차미래023,143-323-3123,ATM5067,203.0.113.39,D0:F0:51:E7:7E:7C,,
출금,전성호052,우리은행,172-352-3152,2024-08-17,16:10:41,이체,강남지점,,0,생활비,677189,9438491,카카오뱅크,양준석054,174-354-3154,ATM9721,203.0.113.158,6C:98:91:E6:32:D3,,
출금,변서연076,토스뱅크,196-376-3176,2024-07-08,17:38:15,이체,종로지점,,0,생활비,299195,3801453,농협,도하린042,162-342-3142,ATM4719,203.0.113.85,96:22:DD:B1:72:B2,,
출금,최지훈,하나은행,103-203-3003,2024-03-04,08:54:45,이체,여의도지점,,0,상납,7500000,10637716,신한은행,이영희,101-201-3001,ATM4534,203.0.113.127,95:C0:1E:AA:4E:6B,,
출금,안채원062,토스뱅크,182-362-3162,2024-10-04,10:00:37,이체,종로지점,,0,생활비,367223,9697576,토스뱅크,노시우041,161-341-3141,ATM2588,203.0.113.78,AB:16:97:E0:5A:7F,,
출금,고은비021,농협,141-321-3121,2024-03-07,01:34:13,이체,여의도지점,,0,생활비,434678,1661225,국민은행,마준호043,163-343-3143,ATM1238,203.0.113.221,13:4C:B7:FB:13:23,,
출금,설진우045,우리은행,165-345-3145,2024-08-14,10:28:31,이체,강남지점,,0,생활비,436524,1844738,신한은행,유태경072,192-372-3172,ATM4086,203.0.113.202,E5:72:09:9C:A9:EF,,
출금,차미래039,하나은행,159-339-3139,2024-08-27,13:16:41,이체,강남지점,,0,생활비,328504,10284461,국민은행,안채원078,198-378-3178,ATM5431,203.0.113.151,B1:6C:5C:B9:26:13,,
출금,마준호011,하나은행,131-311-3111,2024-08-14,17:51:57,이체,종로지점,,0,생활비,210679,12467657,농협,양준석070,190-370-3170,ATM8362,203.0.113.114,2E:79:E3:8C:7D:87,,
출금,마준호059,우리은행,179-359-3159,2024-01-11,13:54:41,이체,역삼지점,,0,생활비,549085,1243122,우리은행,황미경003,123-303-3103,ATM4921,203.0.113.152,A8:95:7A:A5:E6:89,,
출금,변서연012,카카오뱅크,132-312-3112,2024-09-19,20:49:37,이체,강남지점,,0,생활비,255834,11686879,농협,남지연000,120-300-3100,ATM7495,203.0.113.209,CC:FE:E1:0D:B8:4F,,
출금,마준호011,하나은행,131-311-3111,2024-07-23,07:06:29,이체,종로지점,,0,생활비,50465,5841615,신한은행,남지연016,136-316-3116,ATM3763,203.0.113.148,E2:F6:CC:13:3E:85,,
출금,장도윤079,신한은행,199-379-3179,2024-04-02,21:41:42,이체,여의도지점,,0,생활비,788341,6611238,우리은행,황미경003,123-303-3103,ATM8920,203.0.113.56,D2:0A:D5:75:69:6F,,
출금,안채원078,국민은행,198-378-3178,2024-09-23,05:16:20,이체,강남지점,,0,생활비,602962,10870925,우리은행,황미경003,123-303-3103,ATM9544,203.0.113.30,87:DC:98:E2:15:4D,,
출금,황미경067,하나은행,187-367-3167,2024-08-06,08:44:39,이체,역삼지점,,0,피해금,1000000,13265276,국민은행,한지우,107-207-3007,ATM2326,203.0.113.159,AB:1C:BA:1A:38:C4,,
출금,장도윤063,농협,183-363-3163,2024-01-20,21:24:17,이체,역삼지점,,0,피해금,300000,11794977,우리은행,서유진,109-209-3009,ATM6403,203.0.113.232,C8:01:FB:F4:DF:CE,,
출금,마준호075,카카오뱅크,195-375-3175,2024-02-15,01:00:45,이체,종로지점,,0,생활비,350999,14044886,토스뱅크,고은비069,189-369-3169,ATM5119,203.0.113.49,C9:80:6E:C8:88:94,,
출금,류하준018,하나은행,138-318-3118,2024-09-07,08:50:53,이체,종로지점,,0,생활비,312875,2156371,농협,차미래007,127-307-3107,ATM2765,203.0.113.115,B8:D2:76:83:00:86,,
출금,변서연028,농협,148-328-3128,2024-07-20,04:08:21,이체,강남지점,,0,피해금,1000000,8033516,농협,홍예린,113-213-3013,ATM1807,203.0.113.141,CC:86:2B:CC:DE:42,,
출금,도하린026,카카오뱅크,146-326-3126,2024-07-02,14:06:39,이체,역삼지점,,0,피해금,300000,12505618,신한은행,신소희,115-215-3015,ATM7371,203.0.113.61,93:18:C3:C6:D5:A0,,
출금,류하준066,우리은행,186-366-3166,2024-08-23,11:48:39,이체,역삼지점,,0,생활비,405092,3659319,농협,안채원014,134-314-3114,ATM9815,203.0.113.53,31:70:9F:2E:15:1C,,
출금,이영희,신한은행,101-201-3001,2024-07-04,00:13:54,이체,강남지점,,0,최종상납,5000000,6130036,국민은행,김철수,100-200-3000,ATM8764,203.0.113.246,44:38:1E:B2:B8:47,,
출금,남지연016,신한은행,136-316-3116,2024-06-05,18:29:25,이체,여의도지점,,0,생활비,65652,10327306,카카오뱅크,양준석054,174-354-3154,ATM9489,203.0.113.240,E6:5E:B3:CE:DF:9C,,
출금,도하린026,카카오뱅크,146-326-3126,2024-09-04,18:56:27,이체,종로지점,,0,생활비,376409,7384579,신한은행,유태경072,192-372-3172,ATM3716,203.0.113.142,03:FB:65:72:BF:09,,
출금,전성호068,카카오뱅크,188-368-3168,2024-08-09,07:20:08,이체,강남지점,,0,생활비,760905,14713300,하나은행,안채원046,166-346-3146,ATM1012,203.0.113.118,DF:25:A0:15:94:4E,,
출금,안채원046,하나은행,166-346-3146,2024-06-22,03:13:14,이체,역삼지점,,0,생활비,774645,541878,신한은행,노시우009,129-309-3109,ATM7484,203.0.113.114,67:1C:4C:96:00:F4,,
출금,남지연032,하나은행,152-332-3132,2024-08-17,22:21:26,이체,여의도지점,,0,생활비,142271,13982929,국민은행,마준호043,163-343-3143,ATM2607,203.0.113.150,AF:18:7F:1B:BD:CE,,
출금,차미래039,하나은행,159-339-3139,2024-07-24,08:57:00,이체,강남지점,,0,생활비,297563,5620925,농협,송우진049,169-349-3149,ATM8245,203.0.113.115,96:D0:C5:47:3B:F8,,
출금,황미경019,카카오뱅크,139-319-3119,2024-05-17,19:39:12,이체,강남지점,,0,생활비,313592,3426481,우리은행,노시우073,193-373-3173,ATM7833,203.0.113.126,B1:FD:50:CE:D1:85,,
출금,송우진065,신한은행,185-365-3165,2024-03-22,05:36:36,이체,역삼지점,,0,피해금,2000000,12396685,우리은행,서유진,109-209-3009,ATM8921,203.0.113.241,B7:14:70:F9:76:20,,
출금,송우진033,카카오뱅크,153-333-3133,2024-03-14,20:23:22,이체,역삼지점,,0,생활비,132705,14763993,국민은행,송우진001,121-301-3101,ATM2977,203.0.113.116,AB:A7:00:85:C8:34,,
출금,설진우013,토스뱅크,133-313-3113,2024-09-27,21:54:09,이체,종로지점,,0,생활비,259998,11516860,하나은행,남지연032,152-332-3132,ATM6465,203.0.113.37,05:7E:5F:D1:AC:3C,,
출금,설진우029,국민은행,149-329-3129,2024-06-18,05:09:38,이체,역삼지점,,0,생활비,132897,2951128,카카오뱅크,전성호068,188-368-3168,ATM3214,203.0.113.148,E8:59:A7:83:13:39,,
출금,송우진033,카카오뱅크,153-333-3133,2024-09-20,06:58:39,이체,종로지점,,0,생활비,367441,10563856,우리은행,장도윤031,151-331-3131,ATM1887,203.0.113.119,DB:BA:A0:E6:72:FE,,
출금,설진우077,농협,197-377-3177,2024-02-17,17:58:20,이체,강남지점,,0,생활비,235445,418958,우리은행,설진우045,165-345-3145,ATM5787,203.0.113.33,66:28:47:13:C4:40,,
출금,도하린074,하나은행,194-374-3174,2024-07-21,05:32:11,이체,강남지점,,0,생활비,31114,10022565,토스뱅크,고은비069,189-369-3169,ATM7608,203.0.113.235,00:FA:FA:A6:F0:4A,,
출금,이영희,신한은행,101-201-3001,2024-06-07,17:55:51,이체,강남지점,,0,최종상납,5000000,8420358,국민은행,김철수,100-200-3000,ATM2541,203.0.113.117,A0:56:97:52:22:8F,,
출금,장도윤015,국민은행,135-315-3115,2024-02-07,00:36:42,이체,종로지점,,0,생활비,371420,4633039,하나은행,안채원046,166-346-3146,ATM3171,203.0.113.223,B9:48:F6:AD:03:BC,,
출금,이영희,신한은행,101-201-3001,2024-01-22,19:41:03,이체,역삼지점,,0,최종상납,10000000,11789777,국민은행,김철수,100-200-3000,ATM1130,203.0.113.40,35:94:C0:51:CC:25,,
출금,남지연064,국민은행,184-364-3164,2024-09-15,12:33:56,이체,강남지점,,0,생활비,719310,4431555,농협,도하린042,162-342-3142,ATM4098,203.0.113.156,85:49:07:10:49:A7,,
출금,송우진001,국민은행,121-301-3101,2024-09-30,02:57:16,이체,역삼지점,,0,생활비,460021,7196016,카카오뱅크,고은비005,125-305-3105,ATM6897,203.0.113.148,F1:4E:73:EF:C8:D2,,
출금,장도윤079,신한은행,199-379-3179,2024-07-06,03:50:46,이체,여의도지점,,0,생활비,549674,6691819,신한은행,강민재,108-208-3008,ATM7334,203.0.113.92,B8:D1:A7:D2:06:15,,
출금,전성호020,토스뱅크,140-320-3120,2024-09-07,08:34:45,이체,여의도지점,,0,생활비,744024,4687794,국민은행,남지연064,184-364-3164,ATM2425,203.0.113.248,20:95:C5:50:DB:E3,,
출금,차미래039,하나은행,159-339-3139,2024-04-17,00:01:04,이체,여의도지점,,0,생활비,363779,3335645,카카오뱅크,장도윤047,167-347-3147,ATM2701,203.0.113.199,86:35:4D:F1:58:B3,,
출금,남지연048,토스뱅크,168-348-3148,2024-04-24,01:41:19,이체,여의도지점,,0,생활비,157674,8292791,농협,변서연028,148-328-3128,ATM3473,203.0.113.87,D6:26:2E:B9:B0:75,,
출금,도하린058,신한은행,178-358-3158,2024-07-02,15:54:37,이체,종로지점,,0,생활비,215065,12861767,우리은행,노시우073,193-373-3173,ATM6673,203.0.113.18,4A:82:E7:89:2B:25,,
출금,양준석070,농협,190-370-3170,2024-09-14,17:12:29,이체,여의도지점,,0,생활비,350134,10719655,토스뱅크,양준석006,126-306-3106,ATM5983,203.0.113.61,B3:8A:1D:9C:FE:CF,,
출금,남지연064,국민은행,184-364-3164,2024-07-20,04:59:48,이체,강남지점,,0,생활비,106076,7338168,신한은행,고은비037,157-337-3137,ATM4034,203.0.113.141,2C:A4:D1:CB:1B:62,,
출금,양준석006,토스뱅크,126-306-3106,2024-05-08,23:57:40,이체,역삼지점,,0,생활비,371125,9682988,우리은행,송우진017,137-317-3117,ATM2219,203.0.113.7,6A:5A:03:8C:36:1A,,
출금,홍예린,농협,113-213-3013,2024-10-07,23:20:29,이체,강남지점,,0,집금,5000000,12833826,카카오뱅크,정하늘,104-204-3004,ATM1853,203.0.113.165,5E:E3:45:01:CD:66,,
출금,변서연060,하나은행,180-360-3160,2024-04-21,18:17:11,이체,역삼지점,,0,피해금,1000000,8421819,토스뱅크,배성호,112-212-3012,ATM4271,203.0.113.61,7B:87:69:75:67:7F,,
출금,류하준002,신한은행,122-302-3102,2024-08-27,05:55:23,이체,종로지점,,0,생활비,35540,13636628,하나은행,남지연032,152-332-3132,ATM6803,203.0.113.188,65:DE:16:2F:DE:1E,,
출금,류하준050,국민은행,170-350-3150,2024-09-04,05:23:35,이체,여의도지점,,0,피해금,2000000,4307682,하나은행,조현우,110-210-3010,ATM6024,203.0.113.148,B0:CB:46:3C:75:E4,,
출금,류하준050,국민은행,170-350-3150,2024-01-15,05:12:21,이체,종로지점,,0,피해금,3000000,11332224,우리은행,권태영,116-216-3016,ATM8849,203.0.113.235,F2:12:45:F6:4F:EB,,
출금,안채원046,하나은행,166-346-3146,2024-03-20,09:00:00,이체,역삼지점,,0,피해금,1000000,5819431,농협,홍예린,113-213-3013,ATM5698,203.0.113.121,04:FB:F4:99:04:DC,,
출금,이영희,신한은행,101-201-3001,2024-02-19,21:35:11,이체,역삼지점,,0,생활비,517737,11419556,농협,도하린042,162-342-3142,ATM6382,203.0.113.180,7B:42:FA:F3:70:FA,,
출금,노시우073,우리은행,193-373-3173,2024-08-21,19:58:38,이체,여의도지점,,0,생활비,241681,11407143,하나은행,전성호004,124-304-3104,ATM9484,203.0.113.221,6F:6C:29:BE:0B:79,,
출금,도하린058,신한은행,178-358-3158,2024-05-06,16:29:51,이체,여의도지점,,0,생활비,334435,7949121,국민은행,문재혁,114-214-3014,ATM4395,203.0.113.142,9C:7D:3B:A2:BE:D3,,
출금,남지연016,신한은행,136-316-3116,2024-07-17,00:36:43,이체,종로지점,,0,생활비,670249,218458,신한은행,황미경051,171-351-3151,ATM5980,203.0.113.65,E9:BD:0D:34:E8:A1,,
출금,송우진033,카카오뱅크,153-333-3133,2024-05-30,18:21:30,이체,종로지점,,0,생활비,287848,2846771,우리은행,노시우073,193-373-3173,ATM2327,203.0.113.162,99:5B:99:C1:79:38,,
출금,류하준066,우리은행,186-366-3166,2024-02-04,06:33:08,이체,여의도지점,,0,생활비,437529,13166222,하나은행,도하린074,194-374-3174,ATM9976,203.0.113.122,11:E2:E1:E9:E0:BF,,
출금,설진우045,우리은행,165-345-3145,2024-02-20,00:38:26,이체,여의도지점,,0,생활비,793977,5227825,농협,안채원014,134-314-3114,ATM6613,203.0.113.28,75:DB:75:CD:B6:05,,
출금,장도윤015,국민은행,135-315-3115,2024-02-09,12:16:03,이체,여의도지점,,0,생활비,386127,8613386,토스뱅크,양준석006,126-306-3106,ATM8574,203.0.113.223,1C:99:37:2E:68:BA,,
출금,이영희,신한은행,101-201-3001,2024-06-22,22:05:12,이체,역삼지점,,0,최종상납,10000000,8110201,국민은행,김철수,100-200-3000,ATM8279,203.0.113.209,53:9D:A9:F5:4F:7C,,
출금,문재혁,국민은행,114-214-3014,2024-04-17,17:03:01,이체,종로지점,,0,집금,1000000,14829152,하나은행,최지훈,103-203-3003,ATM5273,203.0.113.92,51:59:10:20:AC:DC,,
출금,차미래007,농협,127-307-3107,2024-01-13,08:39:52,이체,역삼지점,,0,생활비,232333,486887,신한은행,남지연016,136-316-3116,ATM8585,203.0.113.218,10:01:0C:4E:C9:EF,,
출금,이영희,신한은행,101-201-3001,2024-04-06,02:09:04,이체,여의도지점,,0,최종상납,7500000,4164676,국민은행,김철수,100-200-3000,ATM8455,203.0.113.233,CE:33:46:06:33:C1,,
출금,유태경056,농협,176-356-3156,2024-09-04,07:48:21,이체,여의도지점,,0,피해금,3000000,11485261,농협,홍예린,113-213-3013,ATM8548,203.0.113.230,0E:F6:3B:84:22:C3,,
출금,설진우077,농협,197-377-3177,2024-04-15,00:12:57,이체,종로지점,,0,생활비,741679,1277669,카카오뱅크,고은비005,125-305-3105,ATM5028,203.0.113.211,CF:AD:60:40:A5:DE,,
출금,안채원014,농협,134-314-3114,2024-09-11,05:10:42,이체,강남지점,,0,피해금,2000000,956432,우리은행,서유진,109-209-3009,ATM6966,203.0.113.73,6B:DE:80:AB:E8:16,,
출금,양준석070,농협,190-370-3170,2024-03-22,21:58:04,이체,강남지점,,0,생활비,60624,9786688,토스뱅크,고은비069,189-369-3169,ATM4936,203.0.113.239,D4:F8:D3:FF:EA:ED,,
출금,도하린026,카카오뱅크,146-326-3126,2024-04-21,10:41:27,이체,역삼지점,,0,생활비,101830,11325598,토스뱅크,노시우041,161-341-3141,ATM5829,203.0.113.58,21:E1:27:21:C2:75,,
출금,남지연048,토스뱅크,168-348-3148,2024-01-15,12:36:16,이체,역삼지점,,0,생활비,430621,11459361,신한은행,류하준002,122-302-3102,ATM1037,203.0.113.103,B0:42:61:AE:E0:C8,,
출금,류하준034,토스뱅크,154-334-3134,2024-07-14,19:36:49,이체,여의도지점,,0,생활비,691976,2499651,하나은행,전성호004,124-304-3104,ATM1499,203.0.113.136,63:8A:FE:2C:01:05,,
출금,유태경008,국민은행,128-308-3108,2024-05-19,15:51:04,이체,강남지점,,0,생활비,679030,7782422,하나은행,변서연060,180-360-3160,ATM1803,203.0.113.172,C9:8B:B4:E1:DF:CF,,
